Name (caveats to the data),RTG $,Oil/Water Used,Type of Fish,Latin Name,Country Origin,Brand,Has Salt,Has Sugar,Sauce/Inclusions,Boneless,Skinless,Pieces/Tin,Tin Size (g),Tin Size (oz),Smoked,Grilled/Seared,Citrus,Garlic,Chili Pepper,Tomato,Dairy,Gluten,Organic,Kosher Cert,Servings/tin,Sodium/Serv (mg),% RDA Sodium,
Güeyu Mar Chargrilled Octopus (Pulpo a la Brasa),26,Extra Virgin Olive Oil,Octopus,Octopus vulgaris,Spain,Güeyu Mar,Yes,No,None,NA,NA,NA,159g,5.6 oz,No,Yes,No,No,No,No,No,No,No,None,1,500,22,
Güeyu Mar Chargrilled Razor Clams,34,Olive Oil,"Clam, Razor",Ensis magnus,Spain,Güeyu Mar,Yes,No,None,NA,NA,6/8,150g,5.29 oz,No,Yes,No,No,No,No,No,No,No,None,1,500,22,
Güeyu Mar Chargrilled Red Tuna Dark Loins (Lomo Negro de Atún),38,Extra Virgin Olive Oil,"Tuna, Bluefin",Thunnus thynnus,Spain,Güeyu Mar,Yes,No,None,NA,NA,NA,150g,5.29 oz,No,Yes,No,No,No,No,No,No,No,None,1,340,15,
Güeyu Mar Chargrilled Red Tuna Neck (Morillo de Atún),66,Extra Virgin Olive Oil,"Tuna, Bluefin",Thunnus thynnus,Spain,Güeyu Mar,Yes,No,None,NA,NA,NA,150g,5.29 oz,No,Yes,No,No,No,No,No,No,No,None,1,340,15,
Güeyu Mar Chargrilled Red Tuna Ventresca,39,Extra Virgin Olive Oil,"Tuna, Bluefin",Thunnus thynnus,Spain,Güeyu Mar,Yes,No,None,NA,NA,NA,150g,5.3 oz,No,Yes,No,No,No,No,No,No,No,None,1,340,15,
Güeyu Mar Chargrilled Red Tuna White Loin (Lomo Blanco de Atún),38,Extra Virgin Olive Oil,"Tuna, Bluefin",Thunnus thynnus,Spain,Güeyu Mar,Yes,No,None,NA,NA,NA,150g,5.29 oz,No,Yes,No,No,No,No,No,No,No,None,1,340,15,
Güeyu Mar Chargrilled Sardine Loins (Lomos de Sardinas),25,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,Spain,Güeyu Mar,Yes,No,None,No,No,Unstated,150g,5.29 oz,No,Yes,No,No,No,No,No,No,No,None,1,840,36,
Güeyu Mar Chargrilled Sardine Loins in Escabeche (Lomos en Escabeche),20,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,Spain,Güeyu Mar,Yes,No,Escabeche,No,No,Unstated,150g,5.29 oz,No,Yes,No,No,No,No,No,No,No,None,?,?,?,
Güeyu Mar Chargrilled Sardine Pâté,18,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,Spain,Güeyu Mar,Yes,No,None,NA,NA,NA,68g,2.4 oz,No,Yes,No,No,No,No,No,No,No,None,4,750,33,
Güeyu Mar Chargrilled Sardine Tails,20,Olive Oil,Sardines,Sardina pilchardus,Spain,Güeyu Mar,Yes,No,None,No,No,6,150g,5.29 oz,No,Yes,No,No,No,No,No,No,No,None,1,840,36,
Güeyu Mar Chargrilled Sardine Tails in Escabeche (Colas en Escabeche),20,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,Spain,Güeyu Mar,Yes,No,Escabeche,No,No,6,150g,5.29 oz,No,Yes,No,No,No,No,No,No,No,None,1,760,33,
Güeyu Mar Chargrilled Sardine Tails in Spicy Escabeche (Colas en Escabeche Picante),20,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,Spain,Güeyu Mar,Yes,No,Spiced/Spicy Escabeche,No,No,Unstated,150g,5.3 oz,No,Yes,No,No,Yes,No,No,No,No,None,1,760,33,
Güeyu Mar Chargrilled Small Mussels 20-24 (Mejillones a la Brasa),20,Extra Virgin Olive Oil,Mussels,Mytilus galloprovincialis,Spain,Güeyu Mar,Yes,No,Escabeche,NA,NA,20/24,150g,5.5 oz,No,Yes,No,No,No,No,No,No,No,None,1,540,24,
Güeyu Mar Chargrilled Spicy Cockles,42,Olive Oil,Cockles,Cerastoderma edule,Spain,Güeyu Mar,Yes,No,Spiced/Spicy,NA,NA,50/80,150g,5.29 oz,No,Yes,No,No,Yes,No,No,No,No,None,1,50,2,
Güeyu Mar Squid (Calamari) from Another Planet,21,None,Squid,Loligo vulgaris,Spain,Güeyu Mar,Yes,No,Ink,NA,NA,NA,170g,6 oz,No,Yes,No,No,No,No,No,No,No,None,1,500,3,?
Gulf of Maine Conservas Line Caught Bluefin Tuna in Olive Oil,18,Olive Oil,"Tuna, Bluefin",Thunnus thynnus,USA,Gulf of Maine Conservas,Yes,No,None,NA,NA,NA,170g,6 oz,No,No,No,No,No,No,No,No,No,None,2,45,2,
Gulf of Maine Conservas Smoked Eel in Olive Oil,40,Olive Oil,Eel,Anguilla rostra,USA,Gulf of Maine Conservas,Yes,No,None,Yes,Yes,NA,170g,6 oz,Yes,No,No,No,No,No,No,No,No,None,1,90,4,
Gulf of Maine Conservas Tinkers (Atlantic Mackerel),16,Extra Virgin Olive Oil,Mackerel,Scomber scombrus,USA,Gulf of Maine Conservas,Yes,No,None,Yes,No,Unstated,170g,6 oz,No,No,No,No,No,No,No,No,No,None,2,100,4,
Hagoromo Broiled and Seasoned Saury (Sanma),4,Soy Sauce,Saury,Cololabis saira,Japan,Hagoromo,Yes,Yes,Soy Sauce,No,No,Unstated,100g,3.52 oz,No,Yes,No,No,No,No,No,Yes,No,None,1,410,18,
Hagoromo Mackerel in Miso,3.5,Miso,Mackerel,?,Japan,Hagoromo,Yes,Yes,Miso,No,No,Unstated,160g,5.64 oz,No,No,No,No,No,No,No,No,No,None,1,620,27,
Hagoromo Mackerel in Soy Sauce (Shoyu),3.5,Soy Sauce,Mackerel,?,Japan,Hagoromo,Yes,Yes,Soy Sauce,No,No,Unstated,160g,5.64 oz,No,No,No,No,No,No,No,Yes,No,None,1,270,12,
Hagoromo Sardines in Soy Sauce (Iwashi de Kenko),3.5,Soy Sauce,Sardines,Sardinops melanostictus,Japan,Hagoromo,Yes,Yes,Soy Sauce,No,No,Unstated,100g,3.52 oz,No,No,No,No,No,No,No,Yes,No,None,1,730,32,
Hagoromo Saury (Sanma) in Soy Sauce (Shoyu),4,Soy Sauce,Saury,Cololabis saira,Japan,Hagoromo,Yes,Yes,Soy Sauce,No,No,Unstated,100g,3.52 oz,No,No,No,No,No,No,No,Yes,No,None,1,800,32,
Husmor Fish Balls in Brine,14.5,Brine,"Haddock, pollack, great silver smelt, pacific whiting, saithe",,Norway,Husmor,Yes,No,None,NA,NA,Unstated,800g,28oz,No,No,No,No,No,No,Yes,No,No,None,4,600,25,
"IASA Anchovy Fillets in Olive Oil, glass jar",14,Olive Oil,Anchovy,Engraulis encrasicolus,Italy,IASA,Yes,No,None,Yes,Yes,Unstated,95g,3.3 oz,No,No,No,No,No,No,No,No,No,None,?,?,?,
IASA Anchovy Paste,5.5,Olive Oil,Anchovy,Engraulis encrasicolus,Italy,IASA,Yes,No,None,NA,NA,NA,55g,1.94 oz,No,No,No,No,No,No,No,No,No,None,?,?,?,
IASA Branzino Grilled Sea Bass in Olive Oil,11.5,Olive Oil,Sea Bass (Branzino),Dicentrarchus labrax,Italy,IASA,Yes,No,None,Yes,Yes,Unstated,145g,5.11 oz,No,Yes,No,No,No,No,No,No,No,None,1,260,11,
IASA Mediterranean Dorade in Water,11.5,Water,Dorade (Sea Bream),Sparus aurata,Italy,IASA,Yes,No,None,Yes,Yes,Unstated,145g,5.11 oz,No,No,No,No,No,No,No,No,No,None,?,?,?,
"IASA Spicy Anchovies in Olive Oil, glass jar",14,Olive OIl,Anchovy,Engraulis encrasicolus,Italy,IASA,Yes,No,Spiced/Spicy Tomato,No,No,Unstated,200g,7.05 oz,No,No,No,No,Yes,Yes,No,No,No,None,?,?,?,
IASA Colatura di Alici di Cetara Anchovy Extract,24,Water,Anhovy,Engraulis encrasicolus,Italy,IASA,Yes,No,None,NA,NA,NA,100ml,1.4oz,No,No,No,No,No,No,No,No,No,None,?,?,?,
Jacques Gonidec Sardines in Organic EVOO,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,France,Jacques Gonidec,Yes,No,None,No,No,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,Yes,None,2,280,10,
Jacques Gonidec Sardines in Organic EVOO and Organic Onion Sauce,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,France,Jacques Gonidec,Yes,No,"Onion, lemon, cloves",No,No,Unstated,115g,4 oz,No,No,Yes,No,No,No,No,No,Yes,None,2,329,15,
Jacques Gonidec Sardines in Organic EVOO with Organic Hot Pepper,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,France,Jacques Gonidec,Yes,No,None,No,No,Unstated,115g,4 oz,No,No,No,No,Yes,No,No,No,Yes,None,2,280,10,
Jacques Gonidec Sardines in Organic Extra Virgin Olive Oil with Organic Lemon,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,France,Jacques Gonidec,Yes,No,Lemon,No,No,Unstated,115g,4 oz,No,No,Yes,No,No,No,No,No,Yes,None,2,280,10,
Jacques Gonidec Sardines with Organic Basil and Organic Thyme in Organic Extra Virgin Olive Oil,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,France,Jacques Gonidec,Yes,No,"Basil, Thyme",No,No,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,Yes,None,2,280,10,
Jacques Gonidec Sardines with Sundried Tomatoes and Organic EVOO,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,France,Jacques Gonidec,Yes,No,Sun-Dried Tomatoes,No,No,Unstated,115g,4 oz,No,No,No,No,No,Yes,No,No,Yes,None,2,420,19,
José Gourmet Cockles in Brine 25/30,40,Water,Cockles,Cerastoderma edule,Spain,José Gourmet,Yes,No,None,NA,NA,25/30,110g,3.9 oz,No,No,No,No,No,No,No,No,No,None,1,900,22,
José Gourmet Codfish in Olive Oil and Garlic,12.5,Olive Oil,Cod,Gadus morhua,Portugal,José Gourmet,Yes,No,Garlic,Yes,Yes,Unstated,120g,4 oz,No,No,No,Yes,No,No,No,No,No,None,1,1260,25,
José Gourmet Fried Mussels in Marinade (Escabeche) 7/10,13.5,Olive Oil,Mussels,Mytilus galloprovincialis,Spain,José Gourmet,Yes,No,Escabeche,NA,NA,7/10,110g,3.9 oz,No,No,No,No,No,No,No,No,No,None,1,900,24,
José Gourmet Mackerel Fillets in Olive Oil,11,Olive Oil,Mackerel,Scomber japonicus,Portugal,José Gourmet,Yes,No,None,Yes,Yes,Unstated,125g,4 oz,No,No,No,No,No,No,No,No,No,None,1,700,14,
José Gourmet Octopus in Olive Oil with Garlic,22,Olive Oil,Octopus,?,Spain,José Gourmet,Yes,No,Garlic,NA,NA,NA,120g,4 oz,No,No,No,Yes,No,No,No,No,No,None,1,800,15,
José Gourmet Razor Clams in Brine 6/8,17.5,Water,"Clam, Razor",Ensis siliqua,Spain,José Gourmet,Yes,No,None,NA,NA,6/8,110g,3.9 oz,No,No,No,No,No,No,No,No,No,None,1,420,19,
José Gourmet Sardines in Extra Virgin Olive Oil,9,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,Portugal,José Gourmet,Yes,No,None,No,No,Unstated,125g,4.4 oz,No,No,No,No,No,No,No,No,No,None,1,450,13,
José Gourmet Sardines in Tomato Sauce,9,Olive Oil,Sardines,Sardina pilchardus,Portugal,José Gourmet,Yes,No,Tomato,No,No,Unstated,125g,4 oz,No,No,No,No,No,Yes,No,No,No,None,1,1030,14,
José Gourmet Sardines with Lemon in Olive Oil,9,Olive Oil,Sardines,Sardina pilchardus,Portugal,José Gourmet,Yes,No,Lemon,No,No,Unstated,120g,4 oz,No,No,Yes,No,No,No,No,No,No,None,1,850,16,
José Gourmet Small Mackerel in Olive Oil,9,Olive Oil,Mackerel,Scomber japonicus,Portugal,José Gourmet,Yes,No,None,No,No,Unstated,120g,4 oz,No,No,No,No,No,No,No,No,No,None,1,600,13,
José Gourmet Small Sardines in Extra Virgin Olive Oil,10,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,Portugal,José Gourmet,Yes,No,None,No,No,Unstated,90g,3 oz,No,No,No,No,No,No,No,No,No,None,1,900,23,
José Gourmet Smoked Small Mackerel in Olive Oil,10,Olive Oil,Mackerel,Scomber japonicus,Portugal,José Gourmet,Yes,No,None,No,No,Unstated,120g,4 oz,Yes,No,No,No,No,No,No,No,No,None,1,370,22,
José Gourmet Smoked Small Sardines in Extra Virgin Olive Oil,10,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,Portugal,José Gourmet,Yes,No,None,No,No,Unstated,90g,3 oz,Yes,No,No,No,No,No,No,No,No,None,1,900,23,
José Gourmet Smoked Trout Fillets in Olive Oil,15.5,Olive Oil,Trout,Oncorhynchus mykiss,Portugal,José Gourmet,Yes,No,None,Yes,No,Unstated,105g,3.7 oz,Yes,No,No,No,No,No,No,No,No,None,1,600,15,
José Gourmet Spiced Calamari in Ragout  Sauce,14,Vegetable Oil,Squid,Loligo vulgaris,Spain,José Gourmet,Yes,No,Tomato,NA,NA,Unstated,120g,4 oz,No,No,No,No,Yes,Yes,No,No,No,None,1,710,16,
José Gourmet Spiced Octopus in Olive Oil,22,Olive OIl,Octopus,?,Spain,José Gourmet,Yes,No,Spiced/Spicy,NA,NA,Unstated,120g,4 oz,No,No,No,No,Yes,No,No,No,No,None,?,900,15,
José Gourmet Spiced Small Mackerel in Olive Oil,10,Olive Oil,Mackerel,Scomber japonicus,Portugal,José Gourmet,Yes,No,Spiced/Spicy,No,No,Unstated,120g,4 oz,No,No,No,No,Yes,No,No,No,No,None,1,600,13,
José Gourmet Stuffed Squid in Ink,17.5,Sunflower Oil,Squid,Loligo vulgaris,Spain,José Gourmet,Yes,No,Ink,NA,NA,Unstated,110g,3.9 oz,No,No,No,No,No,No,No,No,No,None,1,1190,21.6,
José Gourmet Tuna Fillets in Olive Oil,13.5,Olive OIl,"Tuna, Skipjack",Katsuwonus pelamis,Portugal,José Gourmet,Yes,No,None,NA,NA,Unstated,120g,4 oz,No,No,No,No,No,No,No,No,No,None,1,740,15,
José Gourmet Ventresca of Yellowfin Tuna in Olive Oil,27.5,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,José Gourmet,Yes,No,None,NA,NA,NA,120g,4.2 oz,No,No,No,No,No,No,No,No,No,None,1,800,17,
"King Oscar ""Tiny Tots"" Brisling (Sprats) Sardines in Extra Virgin Olive Oil",3.25,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,None,No,No,12/22,106g,3.75 oz,Yes,No,No,No,No,No,No,No,No,OU,1,350,15,
King Oscar Cod Liver,6,None,Cod,Gadus morhua morhau,Norway,King Oscar,Yes,No,None,NA,NA,Unstated,190g,6.7 oz,No,No,No,No,No,No,No,No,No,None,1.9,800,?,
King Oscar Cross-Pack Sardines (Sprats) in Extra Virgin Olive Oil,4,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,None,No,No,22/38,106g,3.75 oz,Yes,No,No,No,No,No,No,No,No,OU,1,350,15,
King Oscar Kipper Snacks,3.75,Water,Herring,Clupea harengus,Poland and Germany,King Oscar,Yes,No,None,No,No,Unstated,100g,3.54 oz,Yes,No,No,No,No,No,No,No,No,OU/GK,1,380,17,
King Oscar Mackerel Fillets in Olive Oil,3.25,Olive Oil,Mackerel,Scomber scombrus,Poland,King Oscar,Yes,No,None,Yes,Yes,Unstated,115g,4.05 oz,No,No,No,No,No,No,No,No,No,OU,1,210,9,
King Oscar Mackerel Fillets in Olive Oil with Lemon,3.25,Olive Oil,Mackerel,Scomber scombrus,Poland,King Oscar,Yes,No,Lemon Juice,Yes,Yes,Unstated,115g,4.05 oz,No,No,Yes,No,No,No,No,No,No,OU,1,200,9,
King Oscar Mackerel Fillets Mediterranean Style,3.25,Olive Oil,Mackerel,Scomber scombrus,Poland,King Oscar,Yes,No,"Green Olives, Black Olives, Red Bell Pepper",Yes,Yes,Unstated,115g,4.05 oz,No,No,No,Yes,No,No,No,No,No,OU,1,300,13,
King Oscar Mackerel Fillets with Jalapeño Peppers,3.25,Olive Oil,Mackerel,Scomber scombrus,Poland,King Oscar,Yes,Yes,Jalapeño,Yes,Yes,Unstated,115g,4.05 oz,No,No,No,No,Yes,No,No,No,No,OU,1,210,9,
"King Oscar Royal Selection Sardines in Extra Virgin Olive Oil with Basil, Oregano, and Garlic",4.75,Extra Virgin Olive OIl,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,"Basil, Oregano, Garlic",No,No,8/22,106g,3.75 oz,Yes,No,No,Yes,No,No,No,No,No,OU,1,300,13,
"King Oscar Royal Selection Sardines in Extra Virgin Olive Oil with Red Bell Pepper, Garlic, Rosemary & Hot Chili",4.75,Extra Virgin Olive OIl,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,"Red Bell Pepper, Rosemary, Garlic, Hot Chili",No,No,8/22,106g,3.75 oz,Yes,No,No,Yes,Yes,No,No,No,No,OU,1,470,20,
King Oscar Royal Selection Sardines in Extra Virgin Olive Oil with Sliced Spanish Manzanilla Olives,4.75,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,Green Olives,No,No,8/22,106g,3.75 oz,Yes,No,No,No,No,No,No,No,No,OU,1,300,13,
King Oscar Sardines (Sprats) in Dijon Mustard,3.25,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,Yes,Mustard,No,No,8/12,106g,3.75 oz,Yes,No,No,No,No,No,No,No,No,OU,1,580,25,
King Oscar Sardines (Sprats) in Extra Virgin Olive Oil,3.25,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,None,No,No,12/22,106g,3.75 oz,Yes,No,No,No,No,No,No,No,No,OU/OUP,1,350,15,
King Oscar Sardines (Sprats) in Extra Virgin Olive Oil with Jalapeño Peppers,3.25,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,Jalapeño,No,No,12/22,106g,3.75 oz,Yes,No,No,No,Yes,No,No,No,No,OU,1,330,14,
King Oscar Sardines (Sprats) in Extra Virgin Olive Oil with Lemon,3.25,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,Lemon,No,No,8/12,106g,3.75 oz,Yes,No,Yes,No,No,No,No,No,No,OU,1,330,14,
King Oscar Sardines (Sprats) in Extra Virgin Olive Oil with Spicy Cracked Pepper,3.25,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,"Peppercorns (Red, white, green, black)",No,No,8/12,106g,3.75 oz,Yes,No,No,No,No,No,No,No,No,OU,1,320,14,
"King Oscar Sardines (Sprats) in Extra Virgin Olive Oil, White Wine Vinegar and Capers",3.25,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,"Capers, Vinegar",No,No,8/12,106g,3.75 oz,Yes,No,No,No,No,No,No,No,No,None,1,650,28,
King Oscar Sardines (Sprats) in Zesty Tomato Sauce,3.25,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,Yes,Tomato,No,No,8/12,106g,3.75 oz,Yes,No,No,No,No,Yes,No,No,No,OU,1,550,24,
"King Oscar Sardines (Sprats) Mediterranean Style with Extra Virgin Olive Oil, Herbes de Provence, Red Bell Pepper, Black Olives and Garlic",3.25,Extra Virgin Olive Oil,Sprats,Sprattus sprattus,Poland,King Oscar,Yes,No,"Black Olives, Red Bell Pepper",No,No,8/12,106g,3.75 oz,Yes,No,No,Yes,No,No,No,No,No,OU,1,530,23,
King Oscar Skinless and Boneless Sardines in Olive Oil,3.25,Olive Oil,Sardines,Sardina pilchardus,Morocco,King Oscar,Yes,No,None,Yes,Yes,Unstated,125g,4.38 oz,No,No,No,No,No,No,No,No,No,OU/OUP,1,300,13,
King Oscar Skinless and Boneless Sardines Spanish Style Chili Pepper and Olive Oil,3.25,Olive Oil,Sardines,Sardina pilchardus,Morocco,King Oscar,Yes,No,"Red Chili Pepper, Carrot, Pickled Cucumber",Yes,Yes,Unstated,125g,4.38 oz,No,No,No,No,Yes,No,No,No,No,OU,1,290,13,
"King Oscar Yellowfin Tuna in Extra Virgin Olive Oil with Green Olives, Glass Jar",10.5,Extra Virgin Olive Oil,"Tuna, Yellowfin",Thunnus albacares,El Salvador,King Oscar,Yes,No,"Green Olives, Red Pimentos",NA,NA,NA,190g,6.7 oz,No,No,No,No,No,No,No,No,No,None,1,550,24,
"King Oscar Yellowfin Tuna in Extra Virgin Olive Oil with Herbes de Provence, Glass Jar",10.5,Extra Virgin Olive Oil,"Tuna, Yellowfin",Thunnus albacares,El Salvador,King Oscar,Yes,No,"Red Bell Pepper, Green Olives, Black Olives, Herbes de Provence",NA,NA,NA,190g,6.7 oz,No,No,No,No,No,No,No,No,No,None,1,930,40,
"King Oscar Yellowfin Tuna in Extra Virgin Olive Oil with Jalapeño Peppers, Glass Jar",10.5,Extra Virgin Olive Oil,"Tuna, Yellowfin",Thunnus albacares,El Salvador,King Oscar,Yes,Yes,Jalapeño,NA,NA,NA,190g,6.7 oz,No,No,No,No,Yes,No,No,No,No,None,1,500,22,
"King Oscar Yellowfin Tuna in Extra Virgin Olive Oil with Sun Dried Tomatoes, Glass Jar",10.5,Extra Virgin Olive Oil,"Tuna, Yellowfin",Thunnus albacares,El Salvador,King Oscar,Yes,No,Sun-Dried Tomatoes,NA,NA,NA,190g,6.7 oz,No,No,No,No,No,No,No,No,No,None,1,640,28,
La Brújula Boneless & Skinless Sardine Filetes No. 36,30,Olive Oil,Sardines,Sardina pilchardus,Spain,La Brújula,Yes,No,None,Yes,Yes,Unstated,130g,4.6 oz,No,No,No,No,No,No,No,No,No,None,2,120,5,
La Brújula Chipiron Tinta (Squid in Ink) 6/8 No. 81,14,Olive Oil,Squid,Loligo gahi,Spain,La Brújula,Yes,No,Ink,NA,NA,6/8,110g,3.8 oz,No,No,No,No,No,Yes,No,No,No,None,2,255,11,
La Brújula Chipirones (Baby Squid in Olive Oil) 2/3 No. 84,15,Olive Oil,Squid,Loligo gahi,Spain,La Brújula,Yes,No,None,NA,NA,2/3,110g,3.9 oz,No,No,No,No,No,No,No,No,No,None,2,160,7,
La Brújula Chipirones (Baby Squid in Olive Oil) No. 80,15,Olive Oil,Squid,Loligo gahi,Spain,La Brújula,Yes,No,None,NA,NA,Unstated,110g,3.9 oz,No,No,No,No,No,No,No,No,No,None,2,160,7,
La Brújula Cockles in Brine 30/35 pieces No. 15,38,Water,Cockles,Cerastoderma edule,Spain,La Brújula,Yes,No,None,NA,NA,30/35,113g,4 oz,No,No,No,No,No,No,No,No,No,None,2,280,12,
"La Brújula Flat Anchovy Fillets in Olive Oil 12/15, No. 72",39,Olive Oil,Anchovy,Engraulis encrasicolus,Spain,La Brújula,Yes,No,None,Yes,Yes,12/15,85g,3 oz,No,No,No,No,No,No,No,No,No,None,1,2,1,* no way this is correct
"La Brújula Mackerel Fillets in Olive Oil, No. 140",17,Olive Oil,Mackerel,Scomber scombrus,Spain,La Brújula,Yes,No,None,Yes,Yes,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,No,None,1,267,12,
La Brújula Mussels in Pickled Sauce (Mejillones in Escabeche) 12/16 No. 24,16,"Olive Oil, Sunflower Oil",Mussels,Mytilus galloprovincialis,Spain,La Brújula,Yes,No,Escabeche,NA,NA,12/16,110g,3.9 oz,No,No,No,No,No,No,No,No,No,None,2,310,13,
La Brújula Mussels in Pickled Sauce (Mejillones in Escabeche) 6/8 No. 21,18,"Olive Oil, Sunflower Oil",Mussels,Mytilus galloprovincialis,Spain,La Brújula,Yes,No,Escabeche,NA,NA,6/8,110g,3.9 oz,No,No,No,No,No,No,No,No,No,None,2,310,13,
La Brújula Mussels in Pickled Sauce (Mejillones in Escabeche) 6/8 No. 26,20,Sunflower Oil,Mussels,Mytilus galloprovincialis,Spain,La Brújula,Yes,No,Escabeche,NA,NA,6/8,110g,3.9 oz,No,No,No,No,No,No,No,No,No,None,2,310,13,
La Brújula Mussels in Pickled Sauce (Mejillones in Escabeche) 8/12 No. 23,18,"Olive Oil, Sunflower Oil",Mussels,Mytilus galloprovincialis,Spain,La Brújula,Yes,No,Escabeche,NA,NA,8/12,110g,4 oz,No,No,No,No,No,No,No,No,No,None,2,310,13,
La Brújula Pulpo Con Pimentón (Octopus in Paprika Sauce) No. 83,26,Olive Oil,Octopus,Octopus vulgaris,Spain,La Brújula,Yes,No,Paprika,NA,Na,Unstated,138g,4.8 oz,No,No,No,No,No,No,No,No,No,None,2,180,7,
La Brújula Razor Clams (Navajas) No. 6,20,Water,"Clam, Razor",Ensis arcuatus,Spain,La Brújula,Yes,No,None,NA,NA,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,No,None,1.5,364,15,
"La Brújula Sardinas Guisadas (Fried Sardines in Sauce) ""Xoubas"" No. 35",18,Olive Oil,Sardines,Sardina pilchardus,Spain,La Brújula,Yes,No,"Tomato, Onion, Red Pepper",No,No,Unstated,130g,4.6 oz,No,No,No,No,Yes,Yes,No,Yes,No,None,2,320,13,
La Brújula Sardines in Olive Oil 3/4 Pieces No. 34,12,Olive Oil,Sardines,Sardina pilchardus,Spain,La Brújula,Yes,No,None,No,No,3/4,115g,4 oz,No,No,No,No,No,No,No,No,No,None,1,185,8,
La Brújula Sardinillas (Small Sardines) 16/20 count No. 31,12,Olive Oil,Sardines,Sardina pilchardus,Spain,La Brújula,Yes,No,None,No,No,16/20,115g,4 oz,No,No,No,No,No,No,No,No,No,None,2,180,8,
La Brújula Scallops (Zamburiñas) in Sauce No. 90,18,Olive Oil,Scallop,Aequipecten opercularis,Spain,La Brújula,Yes,No,"Tomato, Onion, Red Pepper",NA,NA,Unstated,110g,3.9 oz,No,No,No,No,Yes,Yes,No,No,No,None,2,180,7,
La Brújula Sea Urchin (Huevas de Erizo de Mar) No. 91,50,Water,Urchin Roe,Paracentrotus lividus,Spain,La Brújula,Yes,No,None,NA,NA,Unstated,110g,3.9 oz,No,No,No,No,No,No,No,No,No,None,2,150,6,
"La Brújula White Tuna (Bonito del Norte) in Olive Oil, No. 51, Glass Jar",25,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,La Brújula,Yes,No,None,NA,NA,Unstated,227g,8 oz,No,No,No,No,No,No,No,No,No,None,2,530,22,
La Brújula White Tuna in Olive Oil No. 54,13,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,La Brújula,Yes,No,None,NA,NA,NA,115g,3.9 oz,No,No,No,No,No,No,No,No,No,None,2,530,22,
La Brújula Yellowfin Tuna Belly (Ventresca) No. 60,18,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,La Brújula,Yes,No,None,NA,NA,NA,110g,3.9 oz,No,No,No,No,No,No,No,No,No,None,2,190,8,
"La Brújula Yellowfin Tuna Belly (Ventresca) No. 61, Large Format",36,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,La Brújula,Yes,No,None,NA,NA,NA,266g,9.4 oz,No,No,No,No,No,No,No,No,No,None,2,190,8,
"La Brújula Yellowfin Tuna in Olive Oil, No. 62 Large Format",62,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,La Brújula,Yes,No,None,NA,NA,NA,990g,34.9 oz,No,No,No,No,No,No,No,No,No,None,2,130,5,
Maria Organic Mackerel Fillets in Organic EVOO,13,"Extra Virgin Olive Oil, Organic",Mackerel,Scomber japonicus,Portugal,Maria Organic,Yes,No,None,Yes,Yes,Unstated,120g,4.2 oz,No,No,No,No,No,No,No,No,Yes,None,?,800,13,Per 100g
